gene,cluster
HS6ST3,5
HSBP1L1,4
HSCB,5
HSD11B1L,4
HSD11B2,0
HSD17B1,5
HSD17B14,3
HSD17B4,4
HSD17B6,5
HSD17B7,3
HSD17B7P2,3
HSD3B7,5
HSDL2,4
HSF2,5
HSF2BP,1
HSF4,3
HSP90AA1,0
HSP90AB1,4
HSP90B1,3
HSP90B2P,5
HSPA13,3
HSPA14,5
HSPA2,4
HSPA4,0
HSPA4L,0
HSPA5,3
HSPA6,4
HSPA8,2
HSPB1,0
HSPB8,5
HSPBAP1,5
HSPBP1,4
HSPD1,4
HSPE1,5
HSPG2,0
HSPH1,4
HTATIP2,0
HTATSF1,4
HTATSF1P2,4
HTR2C,4
HTR6,0
HTR7,3
HTR7P1,1
HTRA1,2
HTRA3,2
HTT,2
HUNK,1
HUWE1,0
HYAL2,0
HYAL3,4
HYCC2,5
HYKK,1
HYLS1,5
HYOU1,3
IARS1,4
IARS2,4
IBA57,0
IBTK,5
ICA1-AS1,3
ICA1L,1
ICAM3,5
ICAM4,1
ICAM5,1
ICE1,4
ICMT,2
ICMT-DT,1
ICOSLG,0
ID1,5
ID2,4
ID3,5
ID4,5
IDH1,4
IDI1,1
IDI2,5
IDNK,3
IDUA,3
IER3IP1,5
IER5,5
IER5L,5
IFFO1,4
IFFO2,0
IFI30,0
IFI35,4
IFI6,4
IFIT1,1
IFIT5,5
IFITM1,1
IFITM2,5
IFITM3,1
IFNAR1,5
IFNAR2,5
IFNGR1,5
IFNGR2,1
IFNLR1,1
IFT122,0
IFT122P3,3
IFT172,4
IFT20,0
IFT25,5
IFT43,5
IFT46,5
IFT56,5
IFT57,2
IFT70A,1
IFT70B,1
IFT74,5
IFT80,4
IFT88,4
IFTAP,2
IGBP1,5
IGDCC3,0
IGF2BP2,0
IGF2R,2
IGFBP2,2
IGFBP4,2
IGFBP5,2
IGFBPL1,0
IGFLR1,4
IGHMBP2,5
IGIP,4
IGSF1,0
IGSF10,1
IGSF11,3
IGSF3,2
IGSF8,2
IGSF9,3
IGSF9B,0
IKBIP,0
IKBKB,0
IKBKE,0
IKZF2,1
IKZF3,4
IKZF4,5
IKZF5,5
IL10RA,5
IL10RB,5
IL11RA,0
IL12A,1
IL12RB2,4
IL13RA1,4
IL15RA,4
IL16,3
IL17D,0
IL17RA,0
IL17RB,1
IL17RC,0
IL17RD,0
IL18BP,3
IL18R1,1
IL1R1,1
IL1RAP,5
IL20RB,4
IL27RA,2
IL4R,0
IL6R,2
IL6ST,4
ILDR2,0
ILF2,5
ILF3,0
ILF3-DT,5
IMMP1L,5
IMMP2L,5
IMMT,0
IMP3,4
IMP4,5
IMPA2,4
IMPDH1,0
INA,0
INAFM1,1
INAFM2,4
INAVA,1
INCA1,1
INCENP,0
INE1,5
INF2,0
ING1,4
ING2,3
ING3,5
INHBB,4
INIP,5
INKA2,4
INO80,3
INO80C,5
INO80D,5
INPP1,5
INPP4A,0
INPP4B,4
INPP5A,0
INPP5B,1
INPP5E,1
INSIG1,2
INSIG2,5
INSM1,4
INSYN1,4
INTS1,0
INTS12,5
INTS14,5
INTS15,4
INTS2,0
INTS4,0
INTS5,0
INTS6,5
INTS6L,5
INTS7,5
INTS8,4
INTU,0
IP6K1,4
IP6K2,5
IPMK,5
IPO4,0
IPO5,0
IPO5P1,1
IPO8,0
IPP,1
IPPK,5
IQCC,5
IQCE,0
IQCH,1
IQCH-AS1,0
IQGAP1,0
IQGAP2,0
IQGAP3,4
IRAG1,4
IRAK1,2
IRAK1BP1,4
IRF1,5
IRF2,4
IRF2BP1,5
IRF2BP2,4
IRF2BPL,4
IRF3,4
IRF8,5
IRF9,3
IRGQ,4
IRS1,4
IRS2,1
IRS4-AS1,4
IRX3,5
IRX5,5
IRX6,5
ISCA1,5
ISCA2,3
ISCU,5
ISG15,5
ISG20L2,5
ISL1,5
ISL1-DT,5
ISL2,5
ISM1,4
ISM2,4
IST1,5
ISY1,0
ISYNA1,0
ITCH,5
ITFG1,5
ITFG2,5
ITGA1,2
ITGA10,4
ITGA2,1
ITGA2B,4
ITGA3,3
ITGA5,0
ITGA6,0
ITGA7,4
ITGA8,1
ITGA9,0
ITGAD,0
ITGAV,0
ITGB1,2
ITGB4,2
ITGB5,2
ITGB8,3
ITIH4,5
ITM2C,2
ITPA,5
ITPKA,2
ITPKC,5
ITPR2,0
ITPR3,0
ITPRIPL1,5
ITPRIPL2,5
ITSN1,4
IVNS1ABP,5
JADE1,4
JADE2,1
JAG1,4
JAG2,0
JAGN1,0
JAK1,0
JAK3,4
JAKMIP1,0
JAKMIP1-DT,4
JAM2,1
JARID2,0
JDP2,1
JMJD1C,4
JMJD4,1
JMJD6,5
JMJD7,4
JMJD8,4
JMY,0
JOSD1,4
JOSD2,1
JPH1,5
JPH3,0
JPT2,0
JPX,4
JRKL,5
JUN,5
JUNB,5
JUND,0
JUP,0
KALRN,1
KANK1,5
KANK2,0
KANK3,4
KANSL1L,5
KANSL2,5
KANTR,4
KAT14,2
KAT2B,0
KAT5,5
KAT6A,4
KAT6B,0
KAT7,5
KATNA1,5
KATNAL1,4
KATNAL2,4
KATNB1,0
KATNBL1,5
KATNBL1P6,5
KAZALD1,0
KBTBD2,5
KBTBD3,5
KBTBD4,5
KBTBD6,5
KBTBD6-DT,1
KBTBD7,3
KBTBD8,5
KC6,5
KCNA3,4
KCNA6,3
KCNAB1,3
KCNAB2,0
KCNAB3,1
KCNB2,3
KCNC1,5
KCND1,3
KCNE2,5
KCNG1,0
KCNG3,5
KCNH2,2
KCNH3,1
KCNIP3,2
KCNIP4,5
KCNJ11,4
KCNJ14,5
KCNJ2,1
KCNJ3,1
KCNJ4,1
KCNJ5-AS1,0
KCNJ8,5
KCNK1,5
KCNK2,4
KCNK5,5
KCNMB2-AS1,4
KCNMB4,0
KCNN1,3
KCNN3,3
KCNQ1OT1,3
KCNQ2,0
KCNQ4,1
KCNQ5,1
KCNS3,0
KCNT2,1
KCNV1,4
KCTD1,1
KCTD11,5
KCTD13,3
KCTD18,3
KCTD19,1
KCTD2,4
KCTD20,0
KCTD21,5
KCTD21-AS1,3
KCTD5,5
KCTD6,5
KCTD7,0
KCTD8,3
KDELR1,0
KDELR2,2
KDELR3,3
KDM1A,0
KDM1B,4
KDM4A-AS1,5
KDM4C,5
KDM4D,5
KDM5C,0
KDM6A,4
KDM6B,4
KDM7A,4
KDM7A-DT,4
KDM8,4
KEAP1,4
KHDC1,1
KHDC4,3
KHK,0
KHNYN,0
KHSRP,0
KIAA0040,0
KIAA0319,3
KIAA0319L,2
KIAA0513,4
KIAA0586,0
KIAA0753,4
KIAA0825,3
KIAA1143,0
KIAA1217,4
KIAA1328,4
KIAA1549,0
KIAA1549L,0
KIAA1586,5
KIAA1614,0
KIAA1958,0
KIAA2013,2
KICS2,5
KIDINS220,0
KIF13B,0
KIF14,4
KIF15,2
KIF16B,4
KIF17,0
KIF18A,4
KIF18B,4
KIF1A,0
KIF1C,0
KIF21B,0
KIF22,5
KIF23,5
KIF24,4
KIF26A,0
KIF26A-DT,1
KIF27,3
KIF2C,0
KIF3A,5
KIF3C,0
KIF4B,4
KIF5C,0
KIF6,4
KIF9,5
KIF9-AS1,3
KIFBP,4
KIFC2,3
KIFC3,0
KIN,5
KIT,5
KITLG,4
KIZ,3
KLC3,4
KLC4,0
KLF10,5
KLF11,5
KLF12,4
KLF13,0
KLF14,1
KLF15,4
KLF16,4
KLF2,3
KLF3,5
KLF4,1
KLF5,5
KLF6,5
KLF7,5
KLF8,1
KLHDC10,4
KLHDC2,5
KLHDC3,0
KLHL11,5
KLHL12,5
KLHL14,1
KLHL15,5
KLHL17,5
KLHL18,5
KLHL20,5
KLHL21,4
KLHL23,1
KLHL24,4
KLHL25,5
KLHL26,5
KLHL28,5
KLHL3,5
KLHL31,3
KLHL32,4
KLHL36,0
KLHL41,1
KLHL42,5
KLHL5,0
KLHL7,0
KLHL9,5
KLK8,1
KLLN,1
KLRA1P,3
KLRG1,4
KLRG2,2
KMT2A,4
KMT2C,0
KMT2E,5
KMT2E-AS1,4
KMT5A,0
KMT5B,5
KMT5C,4
KNDC1,4
KNL1,4
KNOP1,5
KNSTRN,5
KNTC1,4
KPNA2,5
KPNA3,4
KPNA4,5
KPNA5,5
KPNA6,5
KPNB1,2
KPTN,1
KRCC1,5
KREMEN1,2
KREMEN2,1
KRIT1,5
KRR1,5
KRT10,0
KRT10-AS1,5
KRT18,0
KRT8,3
KRTCAP2,4
KSR2,0
KTN1,2
KTN1-AS1,3
KYAT1,3
KYAT3,2
L3HYPDH,3
L3MBTL1,4
L3MBTL3,3
L3MBTL4,3
LACC1,1
LACTB,2
LACTB2,5
LAGE3,4
LAMA1,2
LAMA2,2
LAMA3,0
LAMA4,2
LAMA5,2
LAMB1,2
LAMB2,0
LAMC1,2
LAMC2,1
LAMC3,2
LAMP1,2
LAMP2,4
LAMP3,3
LAMTOR2,1
LAMTOR3,5
LAMTOR4,5
LAMTOR5,5
LANCL1,0
LANCL2,0
LAPTM4A,5
LAPTM4B,4
LARGE1,0
LARGE2,2
LARP1,0
LARP1B,3
LARP4,5
LARRPM,5
LARS1,0
LARS2,0
LAT,5
LAT2,1
LATS1,4
LBH,4
LBHD1,4
LBX1,0
LBX1-AS1,1
LBX2,3
LBX2-AS1,4
LCA5,4
LCA5L,3
LCAT,5
LCLAT1,5
LCMT1-AS1,3
LCMT2,5
LCOR,5
LCORL,5
LCP1,0
LCTL,5
LDAF1,1
LDAH,4
LDB1,0
LDHA,0
LDHC,3
LDLR,1
LDLRAD3,2
LDLRAD4,0
LDOC1,4
LEMD3,4
LEO1,5
LEPR,4
LEPROT,5
LETM1,0
LETM2,5
LFNG,3
LGALS1,4
LGALS3,3
LGALS3BP,0
LGALSL,5
LGMN,4
LGR4,4
LGR5,0
LHFPL2,5
LHFPL6,1
LHPP,4
LHX2,4
LHX4,3
LHX4-AS1,3
LHX6,5
LHX8,1
LHX9,5
LIAS,5
LIAT1,1
LIFR-AS1,5
LIG1,0
LIG3,0
LIG4,1
LIMA1,4
LIMCH1,4
LIMD2,0
LIME1,5
LIMK1,0
LIN28B,4
LIN37,3
LIN52,1
LIN54,5
LIN7B,1
LIN7C,5
LIN9,5
LINC-PINT,1
LINC00174,5
LINC00265,4
LINC00294,0
LINC00339,3
LINC00342,5
LINC00467,1
LINC00471,3
LINC00472,3
LINC00491,5
LINC00623,4
LINC00632,5
LINC00641,4
LINC00648,0
LINC00649,1
LINC00662,5
LINC00665,4
LINC00667,4
LINC00673,3
LINC00674,0
LINC00693,1
LINC00839,5
LINC00847,5
LINC00857,1
LINC00858,4
LINC00863,1
LINC00869,3
LINC00910,1
LINC00938,5
LINC00958,3
LINC00963,1
LINC00987,5
LINC00997,4
LINC00999,5
LINC01000,3
LINC01003,1
LINC01004,3
LINC01061,3
LINC01089,5
LINC01116,3
LINC01126,1
LINC01128,0
LINC01138,4
LINC01140,3
LINC01145,1
LINC01232,1
LINC01234,0
LINC01311,3
LINC01315,4
LINC01355,3
LINC01410,3
LINC01419,3
LINC01446,5
LINC01515,4
LINC01521,4
LINC01535,3
LINC01547,1
LINC01551,3
LINC01560,4
LINC01569,3
LINC01572,3
LINC01605,1
LINC01719,1
LINC01806,5
LINC01881,3
LINC01963,1
LINC02035,4
LINC02043,1
LINC02315,5
LINC02381,2
LINC02506,4
LINC02593,4
LINC02603,1
LINC02604,3
LINC02693,5
LINC02893,5
LINC02905,1
LINC02987,5
LINC03006,1
LINC03011,5
LINC03027,3
LINS1,5
LIPA,4
LIPE,4
LIPT1,3
LIPT2,4
LIPT2-AS1,1
LLGL1,0
LLGL2,1
LLPH,5
LLPH-DT,4
LMAN1,4
LMAN2,4
LMBR1,0
LMBRD1,5
LMCD1,3
LMF2,0
LMLN,3
LMNA,0
LMNB2,0
LMO2,4
LMOD1,0
LMTK2,4
LMTK3,4
LMX1B,0
LNP1,1
LNPEP,3
LNPK,0
LNX2,5
LOC100128361,0
LOC100128653,4
LOC100129034,0
LOC100129215,1
LOC100129534,4
LOC100130357,5
LOC100130691,5
LOC100130744,5
LOC100130987,4
LOC100132356,3
LOC100287846,3
LOC100288069,5
LOC100289230,1
LOC100506023,5
LOC100506207,4
LOC100506472,3
LOC100506639,1
LOC100506730,4
LOC100507002,2
LOC100507250,3
LOC100507634,4
LOC100652758,1
LOC100996437,4
LOC101927045,5
LOC101927550,1
LOC101927919,4
LOC101928728,4
LOC101929185,3
LOC101929234,3
LOC101929479,4
LOC101929748,1
LOC101929767,5
LOC102723665,1
LOC102723728,1
LOC102723897,5
LOC102724023,4
LOC102724135,4
LOC102724159,5
LOC102724183,5
LOC102724200,1
LOC102724428,1
LOC102724560,0
LOC102724642,1
LOC105274304,1
LOC105371414,1
LOC105371592,4
LOC105376060,1
LOC155060,4
LOC254896,0
LOC283683,4
LOC286437,3
LOC374443,1
LOC389765,3
LOC389906,3
LOC400499,4
LOC407835,2
LOC642361,5
LOC642846,3
LOC646471,1
LOC646903,4
LOC652276,5
LOC653653,0
LOC728024,1
LOC728715,3
LOC728743,5
LOC729218,3
LOC730101,5
LOC730183,4
LOC90246,0
LONP1,0
LONP2,0
LONRF2,4
LOXL1,0
LOXL1-AS1,4
LOXL2,0
LOXL3,1
LOXL4,1
LPAR1,3
LPAR2,4
LPAR3,4
LPCAT1,4
LPCAT2,0
LPCAT3,4
LPGAT1,0
LPIN1,0
LPIN3,3
LPL,1
LPP,4
LPXN,4
LRAT,5
LRATD2,0
LRBA,0
LRCH1,5
LRCH3,5
LRCH4,4
LRFN1,0
LRFN3,4
LRFN4,4
LRFN5,0
LRIF1,5
LRIG1,2
LRIG2,5
LRP1,2
LRP10,0
LRP12,5
LRP2,0
LRP2BP,4
LRP3,2
LRP4,0
LRP5,0
LRP5L,5
LRP8,4
LRPAP1,4
LRPPRC,0
LRR1,5
LRRC14,5
LRRC17,3
LRRC23,4
LRRC27,4
LRRC28,0
LRRC3,4
LRRC34,1
LRRC37A,3
LRRC37A2,5
LRRC37A3,3
LRRC39,3
LRRC4,3
LRRC40,5
LRRC41,4
LRRC42,5
LRRC45,1
LRRC46,4
LRRC47,0
LRRC49,5
LRRC4B,4
LRRC57,1
LRRC59,3
LRRC61,0
LRRC69,1
LRRC7,4
LRRC75A,5
LRRC75B,1
LRRC8A,0
LRRC8B,5
LRRC8C,0
LRRC8D,5
LRRC8E,5
LRRCC1,4
LRRIQ1,4
LRRIQ3,4
LRRK1,4
LRRK2,1
LRRN2,1
LRRTM2,4
LRRTM4,1
LRTOMT,0
LRWD1,0
LSAMP,0
LSG1,5
LSM1,5
LSM11,5
LSM14A,3
LSM14B,5
LSM4,4
LSM6,5
LSM7,0
LSM8,5
LSMEM1,5
LSR,4
LSS,0
LTA4H,0
LTB4R,3
LTB4R2,5
LTBP1,2
LTBP2,0
LTBP3,0
LTBP4,4
LTBR,1
LTK,4
LTO1,5
LTV1,5
LUC7L,5
LUC7L2,4
LUC7L3,5
LUZP1,1
LXN,4
LYAR,5
LYG1,4
LYN,0
LYPD1,4
LYPD6,0
LYPD6B,5
LYPLA2,0
LYPLA2P2,0
LYPLAL1,1
LYRM4,5
LYRM4-AS1,0
LYRM9,0
LYSMD1,5
LYSMD2,1
LYSMD3,3
LYSMD4,5
LYST,4
LZTFL1,5
LZTS1,4
LZTS2,4
LZTS3,0
M6PR,0
MACF1,0
MACIR,5
MACO1,5
MACROD1,4
MACROD2,3
MACROH2A1,4
MAD1L1,4
MAD2L1,5
MAD2L1BP,5
MAD2L2,2
MAEA,0
MAF,4
MAF1,0
MAFA,1
MAFB,4
MAFK,4
MAGEA1,3
MAGEA12,4
MAGEA3,5
MAGEA6,5
MAGEB2,5
MAGED1,4
MAGED2,4
MAGEE1,4
MAGEF1,5
MAGEH1,1
MAGI2,5
MAGI2-AS3,5
MAGIX,1
MAGOH,5
MAGOHB,5
MAIP1,5
MAK,1
MAK16,5
MALAT1,1
MALSU1,5
MAMDC4,3
MAML1,0
MAML2,4
MAMLD1,1
MAMSTR,5
MAN1A1,4
MAN1A2,4
MAN1B1-DT,5
MAN1C1,2
MAN2B1,0
MAN2B2,2
MAN2C1,4
MANBA,0
MANBAL,5
MANEAL,0
MANF,3
MAOB,5
MAP1A,0
MAP1B,0
MAP1S,4
MAP2K2,0
MAP2K4P1,4
MAP2K6,1
MAP3K1,4
MAP3K10,0
MAP3K11,0
MAP3K12,5
MAP3K14,5
MAP3K15,0
MAP3K2,5
MAP3K2-DT,3
MAP3K21,5
MAP3K5,4
MAP3K6,0
MAP3K8,1
MAP3K9,4
MAP4,0
MAP4K1,4
MAP4K2,0
MAP4K3,5
MAP4K3-DT,5
MAP4K4,0
MAP4K5,0
MAP6D1,0
MAP7D2,1
MAP9,5
MAPK10,1
MAPK11,4
MAPK12,0
MAPK13,4
MAPK14,5
MAPK1IP1L,5
MAPK3,4
MAPK4,1
MAPK8,5
MAPK8IP1,4
MAPK8IP2,0
MAPK8IP3,5
MAPKAP1,0
MAPKAPK2,0
MAPKAPK5,0
MAPKAPK5-AS1,5
MAPRE3,0
MARCHF1,5
MARCHF2,3
MARCHF3,4
MARCHF5,5
MARCHF7,5
MARCHF8,0
MARCHF9,0
MARK1,0
MARK4,2
MARS1,4
MARS2,5
MARVELD3,5
MASP2,3
MAST1,4
MAST2,0
MAST3,4
MAST4,0
MASTL,5
MAT2A,5
MAT2B,5
MATCAP1,1
MATK,0
MATN2,4
MATN3,1
MAX,4
MB21D2,5
MBD3,2
MBD4,5
MBD5,5
MBIP,5
MBLAC1,3
MBLAC2,5
MBNL1-AS1,4
MBNL2,3
MBNL3,0
MBOAT2,0
MBOAT7,0
MBP,3
MC1R,4
MCAT,4
MCCC1,0
MCCC2,4
MCEE,3
MCF2L,0
MCFD2,0
MCIDAS,5
MCL1,5
MCM10,5
MCM3AP,0
MCM3AP-AS1,5
MCM4,2
MCM8,0
MCM9,5
MCOLN1,4
MCOLN3,1
MCPH1,5
MCPH1-DT,1
MCRIP1,2
MCRIP2,4
MCTP1,4
MCTS2,4
MCU,0
MCUB,0
MCUR1,0
MDFIC,2
MDGA1,4
MDGA2,0
MDK,4
MDM2,5
MDM4,5
MDN1,0
MDP1,5
MEA1,5
MEAK7,4
MECOM,4
MECR,2
MED10,5
MED11,5
MED12,0
MED13,4
MED13L,0
MED14,0
MED16,4
MED17,5
MED18,5
MED19,3
MED20,4
MED24,2
MED25,0
MED26,5
MED27,5
MED28,0
MED29,4
MED30,3
MED31,1
MED6,5
MED7,5
MED9,5
MEF2A,4
MEF2C,5
MEGF10,4
MEGF11,1
MEGF6,4
MEGF8,2
MEIOC,1
MEIS1,5
MEIS1-AS3,1
MEIS2,5
MEIS3,0
MELTF,0
MELTF-AS1,4
MEPCE,4
MERTK,0
MESD,3
MESP1,3
MESP2,0
METAP2,0
METRN,0
METRNL,0
METTL1,5
METTL13,0
METTL14,5
METTL15,4
METTL16,5
METTL18,3
METTL21A,4
METTL22,4
METTL23,5
METTL25,1
METTL26,4
METTL8,5
METTL9,4
MEX3B,5
MEX3D,0
MFAP1,5
MFAP2,4
MFAP3,0
MFAP3L,4
MFF-DT,0
MFGE8,0
MFHAS1,2
MFSD12,4
MFSD2A,3
MFSD6,2
MFSD8,1
MGA,4
MGARP,5
MGAT1,4
MGAT2,3
MGAT3,0
MGAT4B,2
MGAT5B,1
MGC12916,3
MGC16275,5
MGC2889,5
MGLL,1
MGME1,5
MGST1,5
MGST2,5
MGST3,5
MIA2,0
MIA3,3
MIATNB,5
MIB1,0
MIB2,4
MICA,0
MICAL1,1
MICAL3,0
MICALL1,2
MICALL2,3
MICOS13,4
MICU1,2
MICU3,1
MID1IP1,5
MID1IP1-AS1,1
MIEF1,4
MIEF2,0
MIEN1,5
MIER1,5
MIER2,3
MIER3,5
MIF4GD-DT,1
MIGA1,5
MIIP,5
MILIP,0
MINCR,5
MINDY2,0
MINPP1,5
MIOS,5
MIPEP,0
MIR1244-2,5
MIR1244-4,1
MIR17HG,5
MIR1915HG,1
MIR25,4
MIR3064,3
MIR3176,0
MIR3654,4
MIR3667HG,4
MIR4292,4
MIR4435-2HG,4
MIR4444-2,4
MIR4453HG,3
MIR4458HG,1
MIR503HG,5
MIR5047,5
MIR600HG,0
MIR646HG,4
MIR762HG,1
MIR924HG,5
MIS12,3
MISP3,4
MITD1,0
MITF,0
MIX23,5
MKI67,0
MKLN1-AS,4
MKNK1,0
MKNK2,0
MKRN2,2
MKRN3,5
MKS1,1
MLEC,3
MLF1-DT,4
MLF2,4
MLH1,3
MLH3,1
MLLT11,5
MLLT3,5
MLST8,0
MLX,5
MLXIPL,3
MLYCD,4
MMAA,5
MMAB,1
MMACHC,5
MME,0
MMP14,4
MMP15,0
MMP16,4
MMP17,4
MMP2,3
MMP24OS,4
MMP25,3
MMP25-AS1,5
MN1,4
MNAT1,5
MND1,5
MNT,4
MNX1,4
MNX1-AS1,1
MOB1A,5
MOB2,5
MOB3A,0
MOB3C,3
MOCOS,4
MOCS1,2
MOCS2-DT,1
MOCS3,0
MOK,0
MON1A,4
MORC2,5
MORC3,5
MORC4,0
MORF4L1,5
MORF4L2-AS1,3
MORN1,3
MORN2,5
MOSMO,5
MOSPD1,5
MOSPD2,5
MOSPD3,4
MOV10,0
MOXD1,0
MPC1,1
MPDU1,4
MPDZ,0
MPG,2
MPHOSPH10,5
MPHOSPH6,5
MPHOSPH9,0
MPLKIP,5
MPND,0
MPP1,4
MPP3,5
MPP7,4
MPPED1,1
MPPED2,4
MPRIP,0
MPST,4
MPV17,4
MPZL2,1
MRAP2,0
MRAS,5
MRC2,2
MRFAP1L1,5
MRFAP1L2,4
MRI1,4
MRM2,5
MRM3,5
MRNIP,1
MROH1,4
MRPL1,5
MRPL10,5
MRPL13,5
MRPL14,5
MRPL15,5
MRPL16,5
MRPL17,5
MRPL18,5
MRPL2,5
MRPL20,2
MRPL22,5
MRPL23,0
MRPL27,0
MRPL30,5
MRPL32,5
MRPL33,5
MRPL36,5
MRPL38,5
MRPL39,5
MRPL4,5
MRPL40,5
MRPL41,4
MRPL42,0
MRPL43,5
MRPL44,5
MRPL45P2,5
MRPL46,5
MRPL47,5
MRPL49,5
MRPL50,5
MRPL51,5
MRPL52,4
MRPL53,5
MRPL55,5
MRPL57,5
MRPL58,1
MRPS11,5
MRPS12,4
MRPS14,5
MRPS16,5
MRPS17,5
MRPS18C,5
MRPS2,4
MRPS21,1
MRPS22,5
MRPS25,5
MRPS26,5
MRPS27,0
MRPS28,5
MRPS30,5
MRPS31,5
MRPS31P5,3
MRPS33,5
MRPS34,4
MRPS35,5
MRPS7,5
MRTFA,4
MRTFB,4
MRTO4,5
MSANTD2,5
MSANTD3,4
MSANTD4,0
MSC,1
MSH3,0
MSH4,5
MSH6,5
MSI2,0
MSL2,5
MSMO1,5
MSN,2
MSRA,0
MSRB1,0
MSRB2,0
MSS51,4
MST1,5
MST1P2,1
MSTO1,3
MSTO2P,3
MSX1,1
MSX2,5
MT1F,1
MT1X,5
MT2A,3
MTA1-DT,4
MTARC1,4
MTARC2,5
MTBP,1
MTCH1,0
MTCL2,4
MTCP1,1
MTDH,3
MTERF1,5
MTERF2,5
MTERF3,1
MTERF4,5
MTF1,5
MTF2,5
MTFMT,1
MTFP1,5
MTFR2,5
MTG2,5
MTHFD1L,0
MTHFD2,0
MTHFS,1
MTLN,0
MTM1,1
MTMR10,3
MTMR11,3
MTMR3,4
MTMR7,3
MTMR8,4
MTMR9,5
MTOR,0
MTPAP,5
MTRES1,5
MTRF1,4
MTRFR,5
MTRNR2L2,5
MTRR,5
MTSS2,0
MTURN,0
MTUS1,0
MTX2,5
MTX3,5
MUC3A,3
MUL1,4
MUS81,4
MUTYH,5
MVB12A,0
MVD,0
MVK,0
MVP,1
MXD1,5
MXD3,4
MXD4,0
MXRA7,4
MXRA8,3
MYADM,5
MYB,1
MYBL1,5
MYBL2,0
MYC,5
MYCBP2,4
MYCL,5
MYDGF,3
MYEF2,0
MYG1,5
MYH10,0
MYH14,2
MYH3,1
MYH9,0
MYL12A,3
MYL12B,5
MYL5,5
MYL6,4
MYLIP,1
MYLK,2
MYLK-AS1,5
MYNN,5
MYO10,0
MYO15B,4
MYO18A,0
MYO1C,0
MYO1D,0
MYO1E,2
MYO1F,1
MYO5A,2
MYO5B,0
MYO5C,0
MYO6,0
MYO7A,1
MYO9B,0
MYOF,1
MYOM2,3
MYORG,0
MYPOP,4
MYRF,0
MYSM1,5
MZF1,5
MZF1-AS1,3
MZT2A,1
MZT2B,0
N4BP1,0
N4BP2,3
N4BP2L2,5
N4BP3,4
NAA16,5
NAA20,5
NAA30,5
NAA35,5
NAA38,0
NAA50,2
NAA80,4
NAAA,2
NAALAD2,3
NABP1,5
NACA2,5
NACA4P,4
NACAD,4
NACC1,0
NACC2,0
NADSYN1,1
NAE1,0
NAF1,5
NAGA,0
NAGK,5
NAGLU,0
NAGS,1
NAIF1,3
NANOS1,0
NANP,1
NANS,3
NAP1L1,4
NAP1L2,4
NAP1L3,4
NAP1L4,4
NAPA,0
NAPB,5
NAPG,5
NAPSA,3
NARF,0
NAT1,1
NAT14,4
NAT8L,0
NATD1,2
NAV1,0
NAV2,0
NAXD,4
NAXE,2
NBAS,0
NBDY,0
NBEA,0
NBEAL1,5
NBEAL2,4
NBPF1,4
NBPF10,1
NBPF11,5
NBPF12,5
NBPF14,5
NBPF19,3
NBPF25P,4
NBPF26,4
NBPF3,4
NBPF8,5
NBPF9,4
NBR2,1
NCALD,1
NCAM1,0
NCAM2,1
NCAPD2,0
NCAPG2,0
NCAPH,2
NCDN,0
NCEH1,5
NCK1,5
NCK1-DT,3
NCK2,0
NCKAP1,4
NCKAP5,0
NCKAP5L,4
NCKIPSD,0
NCL,5
NCLN,0
NCMAP-DT,2
NCOA3,5
NCOA4,5
NCOA5,5
NCOR1,0
NCOR2,0
NCR3LG1,4
NCS1,2
NDC1,2
NDC80,5
NDEL1,5
NDNF,1
NDOR1,4
NDRG2,4
NDRG4,4
NDST1,0
NDUFA11,4
NDUFA12,5
NDUFA13,4
NDUFA2,5
NDUFA7,4
NDUFAB1,5
NDUFAF2,1
NDUFAF3,0
NDUFAF4,5
NDUFAF5,5
NDUFAF6,5
NDUFAF8,2
NDUFB1,5
NDUFB10,4
NDUFB11,4
NDUFB2,5
NDUFB2-AS1,3
NDUFB3,5
NDUFB4,5
NDUFB5,5
NDUFB6,5
NDUFB7,0
NDUFC1,3
NDUFS2,0
NDUFS3,5
NDUFS5,5
NDUFS6,4
NDUFS7,2
NDUFS8,2
NDUFV1,4
NDUFV2,5
NDUFV3,4
NEAT1,3
NEB,3
NEBL,0
NECAB1,0
NECAB2,4
NECAB3,4
NECAP1,5
NECAP2,5
NEDD4,0
NEDD8,5
NEDD9,1
NEFM,3
NEIL1,3
NEIL2,2
NEIL3,5
NEK1,0
NEK10,3
NEK11,4
NEK3,1
NEK6,0
NEK8,4
NEK9,0
NELFB,0
NELFCD,0
NELL1,2
NELL2,0
NEMP2,1
NENF,4
NEO1,0
NES,3
NET1,0
NETO2,5
NEU3,5
NEURL1,1
NEURL1B,2
NEURL2,4
NEURL4,5
NEUROG2,5
NEXMIF,3
NEXN,0
NF1,0
NFASC,0
NFAT5,4
NFATC1,4
NFATC4,1
NFE2L2,5
NFE2L3,0
NFIA,5
NFIB,1
NFIL3,5
NFIX,0
NFKBIA,5
NFKBID,3
NFKBIE,1
NFKBIL1,4
NFKBIZ,5
NFU1,5
NFX1,3
NFXL1,3
NFYA,4
NFYB,5
NFYC,0
NFYC-AS1,1
NGDN,5
NGEF,0
NGFR,4
NGLY1,5
NHERF2,0
NHLH2,4
NHLRC3,3
NHP2,4
NHS,0
NHSL1-AS1,1
NHSL2,1
