"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PAQR3",3402.63721975015,0.0249188131336946,0.0607076579749745,49.5540652267832,4.47408652868599e-10,2.72164926451404e-08
"SLC39A10",5289.33570009571,0.3677525134688,0.0603911563845243,49.4881391571944,4.61811052561841e-10,2.79302256818182e-08
"SEC31A",11271.7629880993,0.226258012472699,0.0458999953068626,49.3916361939645,4.83732117690072e-10,2.90878686631679e-08
"PTPRU",4239.73108558416,-0.417231244218452,0.0723742609038786,49.3493070768155,4.93672251807094e-10,2.95159586894721e-08
"TMEM41B",2549.11102378001,0.56864994625421,0.0857502336399376,49.3079772833767,5.03574434990749e-10,2.99369279165239e-08
"PJA2",5666.53226761076,0.378094615659636,0.0687255357563697,49.0954204070388,5.5772087032353e-10,3.29685506564695e-08
"ERO1A",5272.44997679482,0.379521539207838,0.0587417673074471,48.9683538401993,5.92826598629481e-10,3.48468803452823e-08
"GOLGA4",5718.5562362758,0.391275893889121,0.076801918779251,48.3656003891076,7.91858053916649e-10,4.61243174451915e-08
"PTK7",3040.26336789342,-0.250084147341059,0.0840395820291548,48.3612896438113,7.93498723132417e-10,4.61243174451915e-08
"COX7B",3693.37928662722,0.415467083866493,0.0899093560372446,48.2967751511787,8.18462289067203e-10,4.73125465774041e-08
"PLPPR2",1438.31081516445,-0.528785683222301,0.112842632590405,48.0992164768962,8.99888679028107e-10,5.17337101575334e-08
"LARP1B",2198.00669314713,0.43805721904887,0.0852289215128964,48.0522882302252,9.20390506764075e-10,5.26232014878279e-08
"MYDGF",5326.28702472287,0.228134281771223,0.0847470595660992,47.9024654780197,9.89017084776534e-10,5.62395965109613e-08
"ARPP19",7944.01065796802,0.387437424239637,0.0646635409237088,47.4796846924989,1.21147483006878e-09,6.85170872811335e-08
"TMEM132A",2699.01540012286,-0.525798500459756,0.0824867875174296,47.1991689550939,1.38598476831899e-09,7.75484418765862e-08
